"productid","startdate","enddate","listprice","modifieddate"
900,2013-05-30 00:00:00.000,,333.42,2013-05-09 00:00:00.000
901,2013-05-30 00:00:00.000,,333.42,2013-05-09 00:00:00.000
902,2013-05-30 00:00:00.000,,333.42,2013-05-09 00:00:00.000
903,2013-05-30 00:00:00.000,,333.42,2013-05-09 00:00:00.000
904,2013-05-30 00:00:00.000,,364.09,2013-05-09 00:00:00.000
905,2013-05-30 00:00:00.000,,364.09,2013-05-09 00:00:00.000
906,2013-05-30 00:00:00.000,,364.09,2013-05-09 00:00:00.000
907,2013-05-30 00:00:00.000,,106.5,2013-05-09 00:00:00.000
908,2013-05-30 00:00:00.000,,27.12,2013-05-09 00:00:00.000
909,2013-05-30 00:00:00.000,,39.14,2013-05-09 00:00:00.000
910,2013-05-30 00:00:00.000,,52.64,2013-05-09 00:00:00.000
911,2013-05-30 00:00:00.000,,27.12,2013-05-09 00:00:00.000
912,2013-05-30 00:00:00.000,,39.14,2013-05-09 00:00:00.000
913,2013-05-30 00:00:00.000,,52.64,2013-05-09 00:00:00.000
914,2013-05-30 00:00:00.000,,27.12,2013-05-09 00:00:00.000
915,2013-05-30 00:00:00.000,,39.14,2013-05-09 00:00:00.000
916,2013-05-30 00:00:00.000,,52.64,2013-05-09 00:00:00.000
917,2013-05-30 00:00:00.000,,264.05,2013-05-09 00:00:00.000
918,2013-05-30 00:00:00.000,,264.05,2013-05-09 00:00:00.000
919,2013-05-30 00:00:00.000,,264.05,2013-05-09 00:00:00.000
920,2013-05-30 00:00:00.000,,264.05,2013-05-09 00:00:00.000
921,2013-05-30 00:00:00.000,,4.99,2013-05-09 00:00:00.000
922,2013-05-30 00:00:00.000,,3.99,2013-05-09 00:00:00.000
923,2013-05-30 00:00:00.000,,4.99,2013-05-09 00:00:00.000
924,2013-05-30 00:00:00.000,,249.79,2013-05-09 00:00:00.000
925,2013-05-30 00:00:00.000,,249.79,2013-05-09 00:00:00.000
926,2013-05-30 00:00:00.000,,249.79,2013-05-09 00:00:00.000
927,2013-05-30 00:00:00.000,,249.79,2013-05-09 00:00:00.000
928,2013-05-30 00:00:00.000,,24.99,2013-05-09 00:00:00.000
929,2013-05-30 00:00:00.000,,29.99,2013-05-09 00:00:00.000
930,2013-05-30 00:00:00.000,,35,2013-05-09 00:00:00.000
931,2013-05-30 00:00:00.000,,21.49,2013-05-09 00:00:00.000
932,2013-05-30 00:00:00.000,,24.99,2013-05-09 00:00:00.000
933,2013-05-30 00:00:00.000,,32.6,2013-05-09 00:00:00.000
934,2013-05-30 00:00:00.000,,28.99,2013-05-09 00:00:00.000
935,2013-05-30 00:00:00.000,,40.49,2013-05-09 00:00:00.000
936,2013-05-30 00:00:00.000,,62.09,2013-05-09 00:00:00.000
937,2013-05-30 00:00:00.000,,80.99,2013-05-09 00:00:00.000
938,2013-05-30 00:00:00.000,,40.49,2013-05-09 00:00:00.000
939,2013-05-30 00:00:00.000,,62.09,2013-05-09 00:00:00.000
940,2013-05-30 00:00:00.000,,80.99,2013-05-09 00:00:00.000
941,2013-05-30 00:00:00.000,,80.99,2013-05-09 00:00:00.000
942,2013-05-30 00:00:00.000,,364.09,2013-05-09 00:00:00.000
943,2013-05-30 00:00:00.000,,249.79,2013-05-09 00:00:00.000
944,2013-05-30 00:00:00.000,,264.05,2013-05-09 00:00:00.000
945,2013-05-30 00:00:00.000,,91.49,2013-05-09 00:00:00.000
946,2013-05-30 00:00:00.000,,46.09,2013-05-09 00:00:00.000
947,2013-05-30 00:00:00.000,,91.57,2013-05-09 00:00:00.000
948,2013-05-30 00:00:00.000,,106.5,2013-05-09 00:00:00.000
949,2013-05-30 00:00:00.000,,175.49,2013-05-09 00:00:00.000
950,2013-05-30 00:00:00.000,,256.49,2013-05-09 00:00:00.000
951,2013-05-30 00:00:00.000,,404.99,2013-05-09 00:00:00.000
952,2013-05-30 00:00:00.000,,20.24,2013-05-09 00:00:00.000
953,2013-05-30 00:00:00.000,,1214.85,2013-05-09 00:00:00.000
954,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
955,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
956,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
957,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
958,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
959,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
960,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
961,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
962,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
963,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
964,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
965,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
966,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
967,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
968,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
969,2013-05-30 00:00:00.000,,2384.07,2013-05-09 00:00:00.000
970,2013-05-30 00:00:00.000,,1214.85,2013-05-09 00:00:00.000
971,2013-05-30 00:00:00.000,,1214.85,2013-05-09 00:00:00.000
972,2013-05-30 00:00:00.000,,1214.85,2013-05-09 00:00:00.000
973,2013-05-30 00:00:00.000,,1700.99,2013-05-09 00:00:00.000
974,2013-05-30 00:00:00.000,,1700.99,2013-05-09 00:00:00.000
975,2013-05-30 00:00:00.000,,1700.99,2013-05-09 00:00:00.000
976,2013-05-30 00:00:00.000,,1700.99,2013-05-09 00:00:00.000
977,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
978,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
979,2013-05-30 00:00:00.000,,742.35,2013-05-09 00:00:00.000
980,2013-05-30 00:00:00.000,,769.49,2013-05-09 00:00:00.000
981,2013-05-30 00:00:00.000,,769.49,2013-05-09 00:00:00.000
982,2013-05-30 00:00:00.000,,769.49,2013-05-09 00:00:00.000
983,2013-05-30 00:00:00.000,,769.49,2013-05-09 00:00:00.000
984,2013-05-30 00:00:00.000,,564.99,2013-05-09 00:00:00.000
985,2013-05-30 00:00:00.000,,564.99,2013-05-09 00:00:00.000
986,2013-05-30 00:00:00.000,,564.99,2013-05-09 00:00:00.000
987,2013-05-30 00:00:00.000,,564.99,2013-05-09 00:00:00.000
988,2013-05-30 00:00:00.000,,564.99,2013-05-09 00:00:00.000
989,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
990,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
991,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
992,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
993,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
994,2013-05-30 00:00:00.000,,53.99,2013-05-09 00:00:00.000
995,2013-05-30 00:00:00.000,,101.24,2013-05-09 00:00:00.000
996,2013-05-30 00:00:00.000,,121.49,2013-05-09 00:00:00.000
997,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
998,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
999,2013-05-30 00:00:00.000,,539.99,2013-05-09 00:00:00.000
