"customerid","personid","storeid","territoryid","rowguid","modifieddate"
12664,14232,,10,"07f949c4-73bd-4a55-a8e1-78c03b54ef7a",2014-09-12 11:15:07.263
12665,14294,,9,"6b184e8b-e926-4486-a083-36205d75735a",2014-09-12 11:15:07.263
12666,5530,,9,a58697d0-2722-400c-88a7-ef183ede4131,2014-09-12 11:15:07.263
12667,3258,,9,"098ba2e0-56c3-4157-b2d4-f55c8c78c1b2",2014-09-12 11:15:07.263
12668,7337,,9,c70d0675-cbe5-40ad-a058-911e20237092,2014-09-12 11:15:07.263
12669,1720,,9,"1ac90a0d-25d8-497a-917e-81f4fd5fdbb6",2014-09-12 11:15:07.263
12670,12484,,9,da44d38f-4310-410a-bcbf-769c6e339040,2014-09-12 11:15:07.263
12671,17306,,9,c7f96a1d-1e68-4ff6-bfe1-3877fcdde2bf,2014-09-12 11:15:07.263
12672,13257,,9,"99ea3db5-42c5-4775-9b31-708d82bb8b60",2014-09-12 11:15:07.263
12673,13481,,9,ee29d820-a9b4-4d4e-9d2e-ef3c0a0b6566,2014-09-12 11:15:07.263
12674,15651,,9,"71372bef-abb7-4f83-9a8e-6037178a5493",2014-09-12 11:15:07.263
12675,19595,,9,"631316cc-3f2a-4a21-8734-1197d5476273",2014-09-12 11:15:07.263
12676,10152,,9,c61c6059-3ff5-47ba-a3c7-bb19f0d1b2bd,2014-09-12 11:15:07.263
12677,3218,,9,"05016942-2ca7-478f-83dc-98ffdb3f6e22",2014-09-12 11:15:07.263
12678,17830,,9,"91ec6299-e975-44a1-be21-e12dc387a2cd",2014-09-12 11:15:07.263
12679,18618,,9,"196a378a-d759-43a9-8bf9-7aabe83fb25e",2014-09-12 11:15:07.263
12680,20221,,9,aa37a2d5-94e8-42dd-a908-1d535179a1ec,2014-09-12 11:15:07.263
12681,11329,,9,f3a6a60d-3ce5-418f-87ad-86f35f93a137,2014-09-12 11:15:07.263
12682,10503,,9,"8ab35284-962d-4beb-b869-d61674bca660",2014-09-12 11:15:07.263
12683,2394,,9,"6ebf3760-d8d0-482c-b318-65a2dfcf7bf8",2014-09-12 11:15:07.263
12684,17080,,9,"7a017c04-2590-499d-b578-858ffb045960",2014-09-12 11:15:07.263
12685,12967,,9,"982c89ae-6547-485f-895d-3e1ae346168c",2014-09-12 11:15:07.263
12686,4734,,9,"2809a135-b5bb-41c0-972a-cbe080d70bce",2014-09-12 11:15:07.263
12687,10805,,9,bab36516-15b5-4da0-a298-b56986625c0e,2014-09-12 11:15:07.263
12688,18613,,9,"4c32b37b-917a-4e90-8ea6-3468f47810e6",2014-09-12 11:15:07.263
12689,11906,,9,ae0dab1b-caf0-4d8f-9672-8dc78e8c1553,2014-09-12 11:15:07.263
12690,13222,,9,d6061b3f-0a5b-4d90-a7db-1e7200f56e18,2014-09-12 11:15:07.263
12691,12876,,9,"5e15f942-ca2c-49a3-bf03-6d17ad0e6f22",2014-09-12 11:15:07.263
12692,5696,,9,"0252ac41-221b-4d9d-8873-7b2bd2812814",2014-09-12 11:15:07.263
12693,3297,,9,"13df708b-79f8-43f6-9ed2-33cd8ad9eefd",2014-09-12 11:15:07.263
12694,10271,,9,b9ba0d84-eec8-490d-8f09-3222e19bf548,2014-09-12 11:15:07.263
12695,10527,,9,cf129f30-79e9-4d90-a8ac-a0229b610b5d,2014-09-12 11:15:07.263
12696,17627,,9,"2623c74d-de84-44af-9653-4e344db89cb7",2014-09-12 11:15:07.263
12697,15362,,9,cc8ee816-49fd-417e-b438-b37f6ba39030,2014-09-12 11:15:07.263
12698,16861,,9,e0efcc77-b9a5-43de-a526-3b271050f470,2014-09-12 11:15:07.263
12699,20700,,9,cc97f922-9948-4f0a-862b-73e0afdcfa4f,2014-09-12 11:15:07.263
12700,4546,,9,"0d0cddd9-ce56-4d19-97d8-90f284311dbd",2014-09-12 11:15:07.263
12701,19031,,9,d41928af-03a1-4f93-a8c8-35a97623298c,2014-09-12 11:15:07.263
12702,3631,,9,"155e4f3a-20aa-4e3e-ab1b-3872642ffbab",2014-09-12 11:15:07.263
12703,15029,,9,e46773c0-a486-4113-b104-ddde4cdc4f1c,2014-09-12 11:15:07.263
12704,11621,,9,"2712794a-139b-49e5-aab7-788234b1c5cd",2014-09-12 11:15:07.263
12705,16074,,9,"185a36d8-de97-4bd4-8fb6-9182b1350965",2014-09-12 11:15:07.263
12706,13051,,9,e124f068-a1e1-4f17-a593-cc5fb5c67555,2014-09-12 11:15:07.263
12707,4726,,1,a3cc801e-5812-47b3-9d87-2d74b5bc03c1,2014-09-12 11:15:07.263
12708,3702,,4,e713912f-4145-45e2-b8ef-48f9b9a86176,2014-09-12 11:15:07.263
12709,4725,,4,"348a7df9-9033-400d-96ef-120367329b09",2014-09-12 11:15:07.263
12710,4525,,6,a335e780-07a3-43ff-8001-bf052236095a,2014-09-12 11:15:07.263
12711,2647,,7,"2745d57b-8064-4aed-b558-a680b77f173c",2014-09-12 11:15:07.263
12712,10962,,8,"617388b6-5680-4777-b7b5-6fa1c0049c23",2014-09-12 11:15:07.263
12713,8829,,8,aa8c4cf0-6895-41e6-a934-771d126de81e,2014-09-12 11:15:07.263
12714,12275,,8,a471a1b5-cb0a-4c2e-bbbe-dcb1bea0a57b,2014-09-12 11:15:07.263
12715,6692,,9,"51894714-7d8f-4fd5-8b19-66da804d3a84",2014-09-12 11:15:07.263
12716,5301,,7,bfbe7eee-cfb9-40ef-b04f-b2d2294d629b,2014-09-12 11:15:07.263
12717,13021,,7,"328b7168-7f11-49da-9f6b-bfb8cb2fbbeb",2014-09-12 11:15:07.263
12718,7416,,7,"3e27f0f4-c5a6-4f93-9884-6d6f81c62c01",2014-09-12 11:15:07.263
12719,6173,,7,"7cf9c1e2-dd16-404b-88f7-1daf3e249b25",2014-09-12 11:15:07.263
12720,5280,,7,"2b2cf917-fc1b-4279-9ea1-af3fdd92d71e",2014-09-12 11:15:07.263
12721,9869,,8,f4af3b72-c375-41ad-a471-592b3624cffd,2014-09-12 11:15:07.263
12722,6122,,8,ff69eab6-9142-463c-92b2-f01bc1cf5cd8,2014-09-12 11:15:07.263
12723,4153,,7,cdfeaaac-daf2-4c63-a18d-6dbafb5fb4b4,2014-09-12 11:15:07.263
12724,6654,,8,"84baf98e-6709-41d2-bda8-fc4902f5896f",2014-09-12 11:15:07.263
12725,3321,,8,"8b60b513-e31a-40dc-853b-3dd7c8400688",2014-09-12 11:15:07.263
12726,4174,,8,"6eafb6ec-8a1b-4b27-9fbc-5599781ff5dd",2014-09-12 11:15:07.263
12727,3029,,7,"7b53c289-c7e3-41da-a29f-5f1f40e25f23",2014-09-12 11:15:07.263
12728,15229,,8,b4c6b9ba-3f11-4fa2-92e9-eb53d3c6a3a7,2014-09-12 11:15:07.263
12729,6200,,10,cb535a91-3919-48e7-a196-ef83568cf468,2014-09-12 11:15:07.263
12730,3537,,10,cf0086ba-3fd1-468e-8416-cc05106b6479,2014-09-12 11:15:07.263
12731,15110,,8,b34e020e-d2a2-4f8d-903e-a09561f8416b,2014-09-12 11:15:07.263
12732,18226,,7,f48eea23-2c4f-4984-987e-08d3bfef19dd,2014-09-12 11:15:07.263
12733,12398,,10,"4ce0e84c-fef4-4020-9c3c-bfa248557f34",2014-09-12 11:15:07.263
12734,17711,,7,"67d0e032-9ac4-4c6e-bce1-44b8bc4c2a8d",2014-09-12 11:15:07.263
12735,20046,,8,"98cab03e-30fc-411d-a4b9-1ce219241956",2014-09-12 11:15:07.263
12736,18640,,8,fe0a8cd3-243a-42b4-a2ad-fd3bc4fc1ea2,2014-09-12 11:15:07.263
12737,19489,,7,"261e3e09-aa89-4a2e-bc58-05e9bb73443d",2014-09-12 11:15:07.263
12738,14088,,8,"76eef332-76d1-481b-a1a7-95c1abf8682f",2014-09-12 11:15:07.263
12739,16971,,10,ca6195ae-2d91-40be-8f4d-f5d833616d04,2014-09-12 11:15:07.263
12740,19927,,10,da880b70-db26-4c1d-b3d2-b32329beca25,2014-09-12 11:15:07.263
12741,1721,,8,"835ec4b7-1a19-4127-b238-714b7b3b093c",2014-09-12 11:15:07.263
12742,12393,,8,b8e01d7c-2abb-4bf2-8881-380d573d304c,2014-09-12 11:15:07.263
12743,16950,,10,"2dfb3d65-7ec2-4f66-b0ec-1eccc8768ec3",2014-09-12 11:15:07.263
12744,12181,,10,cde62655-7e05-4219-bfc6-313e321a382a,2014-09-12 11:15:07.263
12745,12794,,10,d3626682-d843-445f-9c8c-55883fa31374,2014-09-12 11:15:07.263
12746,12558,,10,b6b74760-a49c-485b-aae1-a1aec5273d7a,2014-09-12 11:15:07.263
12747,12293,,8,"208a9c2f-3b8a-4d0b-8317-b6fda3d098a8",2014-09-12 11:15:07.263
12748,19596,,7,e339aae9-fb06-4edd-a636-3d2820e889a4,2014-09-12 11:15:07.263
12749,4102,,7,"8c23006e-de05-4a27-9b44-fd4848fedab3",2014-09-12 11:15:07.263
12750,15216,,7,"4fbaae8c-95e7-462c-b99a-f311f2d65475",2014-09-12 11:15:07.263
12751,8772,,8,"611d972d-2707-4bf8-bc45-75f65c3ebe04",2014-09-12 11:15:07.263
12752,14476,,7,"938b31b2-26ad-472e-ad46-2e08403565ac",2014-09-12 11:15:07.263
12753,6420,,7,"3a02127c-fae7-47db-b48c-5d6f1f75657d",2014-09-12 11:15:07.263
12754,20646,,7,"2b6be3b6-170f-4bfc-9a7f-1f3e62baa766",2014-09-12 11:15:07.263
12755,20308,,4,"9d5ba932-e84f-43f2-8fdd-e1e502903cf3",2014-09-12 11:15:07.263
12756,13212,,4,"3736b4c1-1081-4739-b160-2d70048256ee",2014-09-12 11:15:07.263
12757,8287,,1,f1a54213-3ce7-46cd-88ff-e9d10bb34221,2014-09-12 11:15:07.263
12758,3092,,1,"4d72966e-bab4-4947-9dd5-ec7988ae914d",2014-09-12 11:15:07.263
12759,8024,,1,"17074331-b1ff-454b-9220-6e0c9e4d974e",2014-09-12 11:15:07.263
12760,14200,,6,"8175fc93-c989-4f03-ba92-c45f80b21916",2014-09-12 11:15:07.263
12761,2776,,1,"14826d38-8765-4048-bc42-3650683141a9",2014-09-12 11:15:07.263
12762,17670,,4,f3ab4794-48c2-421d-9a84-c1ff281eedb0,2014-09-12 11:15:07.263
12763,20326,,6,"1e88d738-d1c5-4adc-a8dd-e5ebffa6ef8f",2014-09-12 11:15:07.263
12764,10725,,1,"295ed7f8-774e-4e96-a2b0-9199d1bf8554",2014-09-12 11:15:07.263
12765,13150,,6,"71ae24e5-1e40-40b4-bda9-b65d61827983",2014-09-12 11:15:07.263
12766,6885,,1,"3c2c6f23-4353-410f-b5d9-4dc30ee8f85c",2014-09-12 11:15:07.263
12767,18253,,1,"8b56ff27-7742-4096-8dc3-5b03d3d07cc1",2014-09-12 11:15:07.263
12768,15885,,4,e17381ad-ee73-4fb7-82ff-e7c6d760a28f,2014-09-12 11:15:07.263
12769,5723,,1,"86fac4a6-283a-46de-926a-fd95ec79cc6b",2014-09-12 11:15:07.263
12770,4907,,4,e09d055c-e8af-46c1-96a6-898e0c9b064d,2014-09-12 11:15:07.263
12771,11183,,4,"8660b2e0-ab88-4d49-8c25-56e41cafd9da",2014-09-12 11:15:07.263
12772,12066,,1,"9b9248cf-1122-403b-9433-1e57665c6fa7",2014-09-12 11:15:07.263
12773,12375,,1,c7201d46-96f4-4cb6-85d4-c13aea2e3a83,2014-09-12 11:15:07.263
12774,2512,,4,"6ddd1c5d-cff9-4ace-85cb-ee29f34a2549",2014-09-12 11:15:07.263
12775,5613,,4,da5657be-d25e-4ee3-9db8-e4c243754aa7,2014-09-12 11:15:07.263
12776,4212,,1,"7b64a738-abd8-418f-b848-11a732d136bd",2014-09-12 11:15:07.263
12777,18926,,1,e3cfb4f6-47f2-4566-bfae-4ffdcfc69373,2014-09-12 11:15:07.263
12778,9242,,4,e60e9db9-7f62-4ce3-9b39-2c7c56e86d0b,2014-09-12 11:15:07.263
12779,15363,,1,fb2c4193-21f9-48b0-abf4-80204b9887da,2014-09-12 11:15:07.263
12780,14760,,1,"23f7e8f9-3e2f-4912-9503-cf958485699d",2014-09-12 11:15:07.263
12781,19522,,6,"09773054-596a-49f1-93ca-bd534382e6cb",2014-09-12 11:15:07.263
12782,12670,,6,f5d2d6d7-7825-4d3c-9b42-932ef133ee22,2014-09-12 11:15:07.263
12783,7704,,6,a4c6cef9-34f6-4d29-b1d3-f63389211cc7,2014-09-12 11:15:07.263
12784,16142,,1,"4ea3f967-f601-4a60-a951-0c30bf221c89",2014-09-12 11:15:07.263
12785,13664,,6,a37c8e43-5c1e-4e29-a2d5-4a9aea4e99fd,2014-09-12 11:15:07.263
12786,6389,,4,"87aa3eed-9cda-4d52-ad64-69b9258ed5db",2014-09-12 11:15:07.263
12787,9175,,1,"7e1d5070-1272-4d5e-a658-c33b5e2b26c9",2014-09-12 11:15:07.263
12788,9881,,4,bce16f0a-9982-4f3c-96bd-e8fc3788ba68,2014-09-12 11:15:07.263
12789,2469,,4,"7d92d672-28b1-4176-8e11-bfc9097c0d41",2014-09-12 11:15:07.263
12790,6940,,4,"3a09ffed-7102-40f4-a690-4dd5819f2fdd",2014-09-12 11:15:07.263
12791,7158,,4,"95a48ab6-c6bc-4e1e-b7c5-4bbde818929d",2014-09-12 11:15:07.263
12792,4163,,1,"8120996a-967f-4cba-a83f-8ba2439c7f7b",2014-09-12 11:15:07.263
12793,5539,,4,"85024255-b3a6-40e8-9e6b-c2dbe82af43b",2014-09-12 11:15:07.263
12794,11684,,1,"97b29b2d-50b6-4d28-a99e-dc8a30593659",2014-09-12 11:15:07.263
12795,13215,,6,"18f32ff4-48c9-4c23-8e23-a1ce84f365a7",2014-09-12 11:15:07.263
12796,5412,,1,"63e506da-8746-46fc-a8a8-59baa00a1474",2014-09-12 11:15:07.263
12797,14843,,4,"39376d06-84cc-4cff-b6f1-f386d542542f",2014-09-12 11:15:07.263
12798,2742,,7,"8a3692e8-c548-4a56-8c3d-f925d555ad15",2014-09-12 11:15:07.263
12799,20185,,8,"733b9ebc-0aab-4b1f-b655-e3892d109eae",2014-09-12 11:15:07.263
12800,12358,,8,"9d1ef99a-57a1-41ea-95b1-63c6f9e89c48",2014-09-12 11:15:07.263
12801,17047,,8,"367aecca-970f-460e-a0f4-f964fb1556ab",2014-09-12 11:15:07.263
12802,17320,,8,"76576c11-b715-4487-845c-61c5b5c8782b",2014-09-12 11:15:07.263
12803,2629,,10,"217f4392-67bb-4040-a50f-559179c7783a",2014-09-12 11:15:07.263
12804,12989,,7,a2e0e2d5-4a80-47f3-b0d1-1c2b29ba5849,2014-09-12 11:15:07.263
12805,6896,,7,"94e0f092-4a4f-4e3a-924e-9b60773185eb",2014-09-12 11:15:07.263
12806,5601,,8,"7d32268d-1330-493d-b52f-1793e91d192d",2014-09-12 11:15:07.263
12807,4433,,8,"1c306002-0874-4078-8a69-906c16b8d7f4",2014-09-12 11:15:07.263
12808,15720,,10,fc4e6268-cb9c-4c6d-8c5f-4aa0dc5451c9,2014-09-12 11:15:07.263
12809,9015,,8,"93a4b337-bd83-47ec-86c2-30cafb06a127",2014-09-12 11:15:07.263
12810,15824,,8,"67b74e96-8679-47fd-86f3-c85d762aac71",2014-09-12 11:15:07.263
12811,15713,,8,"13854d74-7842-402e-a9e6-c8aaea47d8f5",2014-09-12 11:15:07.263
12812,18503,,7,"232ca758-e9ce-4355-a585-388450c857aa",2014-09-12 11:15:07.263
12813,6590,,8,"2413a412-f551-4d97-b15e-0d816b0d8e77",2014-09-12 11:15:07.263
12814,16291,,8,ca80d510-e5da-4864-9d13-7e3893c331a3,2014-09-12 11:15:07.263
12815,7495,,8,"22a95bf3-91c6-4d5d-b4e7-76baaadb450e",2014-09-12 11:15:07.263
12816,7439,,8,a5fee790-a2e1-485f-98c4-333cea742284,2014-09-12 11:15:07.263
12817,6764,,7,e8b1a7c9-9a9a-4381-ab5f-d14410a21b0b,2014-09-12 11:15:07.263
12818,18279,,7,"428d1224-0428-45ba-9fc0-d320387023d2",2014-09-12 11:15:07.263
12819,5283,,7,dc689486-cb32-4581-b8d4-3de65862626c,2014-09-12 11:15:07.263
12820,20235,,7,"6293439a-6008-47cf-b346-9b6d097b4920",2014-09-12 11:15:07.263
12821,3806,,7,"9fa7f982-a63c-4bf7-b74e-be4802ab8ec5",2014-09-12 11:15:07.263
12822,2788,,8,"025ae79e-938e-420d-aa9c-fc21ca45a5ae",2014-09-12 11:15:07.263
12823,17258,,7,ecaa82c6-a4b3-4207-a5e2-e608996b18d4,2014-09-12 11:15:07.263
12824,16111,,7,"6e28513b-bcab-479a-a679-9306b277cc1a",2014-09-12 11:15:07.263
12825,19783,,8,c2f6d8b6-5e70-400d-b313-596170b2939b,2014-09-12 11:15:07.263
12826,16275,,8,"402004aa-6742-42a7-9817-fecee66dc908",2014-09-12 11:15:07.263
12827,5279,,8,"3a65fbb2-8413-4488-be9b-80d8a4cc3460",2014-09-12 11:15:07.263
12828,9719,,8,f2bae7ab-b9b8-4d09-8781-7e4a3ec3a0b5,2014-09-12 11:15:07.263
12829,6554,,8,f5b7a865-6701-4e94-945c-b28abf24b267,2014-09-12 11:15:07.263
12830,16866,,7,"6071fb79-08b9-469c-a13a-3b6cc8ae2ac7",2014-09-12 11:15:07.263
12831,19913,,8,"3dce0aa3-867b-470f-b88a-9c3b2226b317",2014-09-12 11:15:07.263
12832,19424,,8,"2edcd031-d649-4a18-add9-82a21323c3ab",2014-09-12 11:15:07.263
12833,8705,,8,"131e68d1-8cff-43b7-a37a-baf8ee9039ce",2014-09-12 11:15:07.263
12834,16497,,7,"16292ef3-9f39-4193-854a-2aef0daa4b28",2014-09-12 11:15:07.263
12835,5131,,8,"6a873eb3-c39b-4065-b2ce-a14356904b74",2014-09-12 11:15:07.263
12836,13677,,10,bb798f5f-b7a8-4785-81b7-38f86b3360cc,2014-09-12 11:15:07.263
12837,11445,,8,"066c0f03-205e-4483-b68a-15b74049aff2",2014-09-12 11:15:07.263
12838,5104,,8,cf4d57a7-5b22-4df9-aee3-23b7efb8b25e,2014-09-12 11:15:07.263
12839,7500,,10,"13a8daa8-9b19-43ef-9cef-75d3f0a34878",2014-09-12 11:15:07.263
12840,17597,,10,"5e4d4a57-71ac-492d-ba3e-43939c341b19",2014-09-12 11:15:07.263
12841,3617,,7,"41f29140-e3ab-4428-9b4e-f5fabc206e02",2014-09-12 11:15:07.263
12842,3048,,7,"08f30643-b9dc-49f6-93b5-9f0c1a908da5",2014-09-12 11:15:07.263
12843,3040,,7,"1a35fec0-9bec-48b2-8eda-55c0e3346140",2014-09-12 11:15:07.263
12844,10746,,8,d0b90d35-e475-42eb-a80e-07bda404f19a,2014-09-12 11:15:07.263
12845,8151,,8,"3b859c6d-5cb5-40ed-ad9c-baacbfb1d780",2014-09-12 11:15:07.263
12846,8594,,8,"09f17b73-74d3-4921-a644-fdbd90e8da01",2014-09-12 11:15:07.263
12847,13505,,10,"7f6b564a-0dbc-4030-a882-6414a6fb860d",2014-09-12 11:15:07.263
12848,17550,,10,"4c10c66a-0d02-494b-ac1a-492c5287551a",2014-09-12 11:15:07.263
12849,16221,,7,f1163a3f-f270-48e8-adf8-d3d8651be881,2014-09-12 11:15:07.263
12850,17076,,8,cb8ad26e-1fad-45bb-9749-af6cf9c0e91c,2014-09-12 11:15:07.263
12851,18842,,7,cabacabc-fc40-4591-8588-f4a814c78992,2014-09-12 11:15:07.263
12852,15225,,8,"1467ca30-529d-4f73-bdfd-976ccfe8178f",2014-09-12 11:15:07.263
12853,3093,,10,d8f486b5-c0a9-4f6e-a477-d684db86fe77,2014-09-12 11:15:07.263
12854,7757,,10,"7ebe8efa-5c43-44c7-8adc-eb08c254815c",2014-09-12 11:15:07.263
12855,19181,,10,f9e2ea07-6c2f-42c2-ac4d-e4323da9c66f,2014-09-12 11:15:07.263
12856,4957,,10,"531e7e9b-1ee2-418d-a26e-36992557a546",2014-09-12 11:15:07.263
12857,9508,,10,"8f32563d-c554-4022-a97a-53d53d7d6f68",2014-09-12 11:15:07.263
12858,3179,,8,"9af44d00-9393-476b-bd32-e1be5e905c92",2014-09-12 11:15:07.263
12859,3126,,10,"6fe82c2d-4219-4c5d-9bb4-574c2fc388ac",2014-09-12 11:15:07.263
12860,15310,,10,"229c6ce4-ab36-4abf-8133-a0d132321a6b",2014-09-12 11:15:07.263
12861,12955,,10,ba0d53bc-ee74-441f-9204-088ecad46d89,2014-09-12 11:15:07.263
12862,14090,,7,"98c7ec9e-d7c2-4ba5-927b-f14085aa6d27",2014-09-12 11:15:07.263
12863,5572,,8,"267b69cf-31b7-4f77-aa70-fd31e1fef642",2014-09-12 11:15:07.263
12864,8133,,10,"6f281505-9be2-4ff4-89e9-5a62a514dd53",2014-09-12 11:15:07.263
12865,18866,,10,fc81dfcd-cc95-4ac0-95ca-252f8f6e7261,2014-09-12 11:15:07.263
12866,18502,,7,"7d6aad45-0d19-4b2b-91e0-dfc4f26c220a",2014-09-12 11:15:07.263
12867,2395,,8,"6ab825fe-54c6-4ecd-a920-e261a07216e9",2014-09-12 11:15:07.263
12868,19973,,7,"5eae9742-8b04-414d-a439-96a7f83e6428",2014-09-12 11:15:07.263
12869,11998,,7,"0b661780-3740-4d15-8e77-f5421266a64b",2014-09-12 11:15:07.263
12870,6795,,8,"8245dbd0-61e3-452c-b41b-9c06fe3e91d9",2014-09-12 11:15:07.263
12871,17443,,10,ecaefab2-8f96-4669-9095-f61b1bec1f1f,2014-09-12 11:15:07.263
12872,19355,,8,"0d35ff93-b30b-4ad3-84ee-b69e35fd32db",2014-09-12 11:15:07.263
12873,1722,,10,"8eacde83-5c1d-4be6-b95b-3778714b3748",2014-09-12 11:15:07.263
12874,11624,,10,"978411b9-b5a5-4c2d-886e-9d895581a8c1",2014-09-12 11:15:07.263
12875,19239,,1,"45fa9c0b-c664-4639-a41d-7d0016dff744",2014-09-12 11:15:07.263
12876,4173,,4,a530b1c9-5f60-4933-8be9-9887da883441,2014-09-12 11:15:07.263
12877,18114,,1,"3d82f5ee-88a5-48cf-be58-e0fb9532e82e",2014-09-12 11:15:07.263
12878,8914,,4,"03cc3ca7-ab5f-4e00-b5ed-9ba7c2164746",2014-09-12 11:15:07.263
12879,16336,,4,a43addd7-b496-4e00-be08-1d4dd55f5fac,2014-09-12 11:15:07.263
12880,5464,,6,"2157de18-372a-4853-9bef-08722479cb07",2014-09-12 11:15:07.263
12881,9327,,4,d1bda54d-4d23-4856-a77b-be411996622f,2014-09-12 11:15:07.263
12882,5042,,4,"8d57ae14-3dda-4c2e-b100-11abaf0d7b7d",2014-09-12 11:15:07.263
12883,3076,,4,"72be3352-788f-4feb-97d3-fe5e47e540cd",2014-09-12 11:15:07.263
12884,11669,,4,"43fbcd50-696c-4057-8ed1-f456e64b5129",2014-09-12 11:15:07.263
12885,17674,,4,"576776f0-51e1-4d9d-813a-8921a244e830",2014-09-12 11:15:07.263
12886,7238,,4,"90d4ac04-3e93-4a35-85d2-47f68aa5f4e1",2014-09-12 11:15:07.263
12887,9348,,4,"4ce3e77f-14c4-4688-80b6-647ddb3d14d8",2014-09-12 11:15:07.263
12888,7853,,1,"1d5317b0-5631-431d-88ee-bd23bba684f2",2014-09-12 11:15:07.263
12889,16828,,1,dbdf018e-93d0-4eae-88be-44c12fe44d6d,2014-09-12 11:15:07.263
12890,4320,,4,cd25ca00-d317-49e1-ae11-0b5c1a598bc4,2014-09-12 11:15:07.263
12891,10532,,1,"77591dc2-a440-489e-b431-7997c75fef87",2014-09-12 11:15:07.263
12892,14417,,6,bbeab586-7728-4ad5-a223-c7ecdb0e7512,2014-09-12 11:15:07.263
12893,7206,,4,"9542cb2c-5952-48cd-b2da-a381a22fa88d",2014-09-12 11:15:07.263
12894,11289,,4,"8d1538dc-122b-44e2-b96a-481156593c31",2014-09-12 11:15:07.263
12895,11494,,6,e5f4a96e-663c-4c72-b027-dea1787684ab,2014-09-12 11:15:07.263
12896,19429,,1,fb97d5b4-9d59-4b52-8d5d-9f1dd7688093,2014-09-12 11:15:07.263
12897,11529,,4,"6f8ec65a-7209-4fc4-9f74-7e8425e1c5e9",2014-09-12 11:15:07.263
12898,9734,,4,"593406b2-1c34-4c7a-991d-06c1e81aa163",2014-09-12 11:15:07.263
12899,7435,,4,b6425806-1e97-45cc-bd49-c4bb5eb5172a,2014-09-12 11:15:07.263
12900,14889,,4,"6f9ad198-6bcf-4b49-95f9-c6514762e285",2014-09-12 11:15:07.263
12901,16792,,1,"2027cd98-ac9e-48d8-ae16-b11a7342dcda",2014-09-12 11:15:07.263
12902,20335,,6,dbb904a9-1309-455e-a2e2-821072b858f2,2014-09-12 11:15:07.263
12903,1723,,6,"837fa222-5bb6-42ec-808d-cf9d0c24f7b5",2014-09-12 11:15:07.263
12904,5736,,4,"82f48177-8e62-42a9-8962-92326ce5f3f6",2014-09-12 11:15:07.263
12905,2760,,1,"9181cbc7-57b2-4ccf-8277-08baff2795ea",2014-09-12 11:15:07.263
12906,19210,,1,"91f24af9-73b8-4946-86e5-a994489ec6b5",2014-09-12 11:15:07.263
12907,20423,,1,e04b3aa0-c230-45cb-a879-125757ec3168,2014-09-12 11:15:07.263
12908,18632,,1,c2296b3c-f328-4e7e-826d-7e76023070e6,2014-09-12 11:15:07.263
12909,16513,,4,ff3eb192-ec1a-46db-ba8b-f0d6103a1a16,2014-09-12 11:15:07.263
12910,17144,,4,a48799e9-a88b-4919-ad87-22651695e1df,2014-09-12 11:15:07.263
12911,15382,,4,"4bb84d11-26df-4725-b399-bdacccc2ce68",2014-09-12 11:15:07.263
12912,19187,,1,db7c0235-ad0d-4ce1-9be5-96a2ee6448ef,2014-09-12 11:15:07.263
12913,17993,,1,"7ac2c56a-1af1-48fa-8cf3-0261d55427a6",2014-09-12 11:15:07.263
12914,11391,,6,"527cf4a3-9a7b-44bc-8ba7-1a8d69de399b",2014-09-12 11:15:07.263
12915,20642,,1,"24f40cf3-f76b-4c39-8bc2-512cb3a58b7c",2014-09-12 11:15:07.263
12916,2724,,6,"86094522-e359-44a2-b7cf-b15bef80cfe0",2014-09-12 11:15:07.263
12917,7422,,1,"96faa134-fc1a-4fd9-acdd-44bdc15897fd",2014-09-12 11:15:07.263
12918,8805,,4,"4b6e2eef-ce16-428c-b987-3dd98ea789c1",2014-09-12 11:15:07.263
12919,16521,,6,b351fe10-a989-4678-9a1c-c72604149d53,2014-09-12 11:15:07.263
12920,7543,,1,fa48f437-d385-4383-ba05-4eb927736341,2014-09-12 11:15:07.263
12921,3785,,4,a5c575de-1bef-4ab2-904a-e284548fd9be,2014-09-12 11:15:07.263
12922,20486,,4,"8927d116-4301-4536-bdf4-aea36af9ff85",2014-09-12 11:15:07.263
12923,3883,,4,"72402c00-7b8c-4ef2-bd29-3fc19265b66b",2014-09-12 11:15:07.263
12924,4328,,4,"109dbb80-8228-4abe-9d15-dc6ad49f2903",2014-09-12 11:15:07.263
12925,8718,,4,e477f639-eb4a-4e39-aeb7-9869c48d8793,2014-09-12 11:15:07.263
12926,8781,,4,f739c0ab-e525-438e-9957-dbb6059f1908,2014-09-12 11:15:07.263
12927,9502,,4,"8042382d-b48b-4d10-af15-998f56ad0831",2014-09-12 11:15:07.263
12928,10582,,6,"61f75d1c-8629-446e-a5ef-9a72b714dd2f",2014-09-12 11:15:07.263
12929,7421,,1,"09f282e9-22c6-4eff-8ee4-f4d246ff9407",2014-09-12 11:15:07.263
12930,11315,,1,b79f2759-c039-4f30-9d3b-734946c29576,2014-09-12 11:15:07.263
12931,7264,,4,"7b753cca-1804-4b18-adc4-a544aea02ee9",2014-09-12 11:15:07.263
12932,18474,,4,"7e361743-2d7b-48e3-9f79-9d138c5bffc8",2014-09-12 11:15:07.263
